"ai_atka","year","n","na_count","chla_mean","chla_sd","coarse_coverage","indicator_name"
"seguam",2023,1980,1027,0.847785330128319,0.699753103871567,0.481313131313131,"Atka_amj_chla"
"seguam",2024,1980,1125,0.339375263191106,0.161718949748891,0.431818181818182,"Atka_amj_chla"
"tanaga",1998,3025,2673,0.404012208169496,0.126022994780721,0.116363636363636,"Atka_amj_chla"
"tanaga",1999,3025,2599,0.842022383821682,0.689393235748434,0.140826446280992,"Atka_amj_chla"
"tanaga",2000,3025,2894,0.765677816085233,0.540493683579383,0.0433057851239669,"Atka_amj_chla"
"tanaga",2001,3025,2798,0.806291159160337,0.283531119910753,0.0750413223140496,"Atka_amj_chla"
"tanaga",2002,3025,2269,0.454485030854663,0.195549459641192,0.249917355371901,"Atka_amj_chla"
"tanaga",2003,3025,2089,1.00575862484228,0.933260104999224,0.309421487603306,"Atka_amj_chla"
"tanaga",2004,3025,1573,0.760033197249427,0.56996635081026,0.48,"Atka_amj_chla"
"tanaga",2005,3025,2173,0.696730922505329,0.361442977409778,0.281652892561983,"Atka_amj_chla"
"tanaga",2006,3025,2090,0.808520014528285,0.775453570452718,0.309090909090909,"Atka_amj_chla"
"tanaga",2007,3025,2044,0.610884624655823,0.690952532694923,0.324297520661157,"Atka_amj_chla"
"tanaga",2008,3025,2461,1.41280734620936,1.43165025063129,0.186446280991736,"Atka_amj_chla"
"tanaga",2009,3025,1910,0.820758688022203,0.799724878847887,0.368595041322314,"Atka_amj_chla"
"tanaga",2010,3025,1674,0.983273225943306,0.719575416271871,0.446611570247934,"Atka_amj_chla"
"tanaga",2011,3025,2394,0.719744004226524,0.548353662623252,0.208595041322314,"Atka_amj_chla"
"tanaga",2012,3025,2450,0.807181345379871,0.767446572748546,0.190082644628099,"Atka_amj_chla"
"tanaga",2013,3025,2052,0.745283095160344,0.503900384925606,0.321652892561983,"Atka_amj_chla"
"tanaga",2014,3025,2065,0.955864994709069,0.780647295374309,0.317355371900826,"Atka_amj_chla"
"tanaga",2015,3025,2185,0.898784369975328,0.600867012860159,0.277685950413223,"Atka_amj_chla"
"tanaga",2016,3025,2132,0.727525113878432,0.39101657051311,0.295206611570248,"Atka_amj_chla"
"tanaga",2017,3025,1648,1.16233568800344,1.50491522542959,0.455206611570248,"Atka_amj_chla"
"tanaga",2018,3025,1512,0.460012156255322,0.203344461657256,0.500165289256198,"Atka_amj_chla"
"tanaga",2019,3025,1406,0.969254793605,1.08693359493972,0.535206611570248,"Atka_amj_chla"
"tanaga",2020,3025,1824,0.545213273857456,0.464888327497713,0.39702479338843,"Atka_amj_chla"
"tanaga",2021,3025,1523,0.953954856339272,0.669653832599195,0.496528925619835,"Atka_amj_chla"
"tanaga",2022,3025,1563,0.445066284441813,0.202838736640473,0.483305785123967,"Atka_amj_chla"
"tanaga",2023,3025,1621,0.428162481009621,0.171576081833316,0.464132231404959,"Atka_amj_chla"
"tanaga",2024,3025,2029,0.392812674708036,0.212024364537443,0.329256198347107,"Atka_amj_chla"
